Scientific,PC1,PC2,PC3,deg.degree_z,bet.betweenness_z,clos.closeness_z,katzz.Katz_z,Family1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Hand.Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Toe,Gape_size_mcf,NicheBreadth,NichePosition,IUCN,RangeSize_Cells,RangeSize_Meters,MidPoint_Long,MidPoint_Lat,Realm,Nwebs,ED,DR,database,lat,lon
Muscicapa striata,-1.018971354,0.680818592,-0.006213736,-0.890870806,-0.666666667,0.072310153,-0.838436423,Muscicapidae,16.2,9.3,4.3,3.6,14.4,86.3,26.1,30.2,61.2,15.9,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.793659145,0.073840253,LC,4936,4.64E+13,35.94826194,39.69856421,Palearctic,21,5.599533734,0.197703949,111_2011_fruit_removal_net,52.717234,23.816766
Parus major,0.29462308,-0.084535849,0.050617424,0.178174161,-0.666666667,0.072310153,0.244000826,Paridae,11.3,8,4,4.3,17.4,70.9,13.3,18.7,61.2,16.3,Woodland,Omnivore,Invertivore,Insessorial,NA,NA,4.519000871,0.428053848,LC,5257,4.56E+13,68.18034022,48.28588146,Palearctic,52,9.341920709,0.114665511,111_2011_fruit_removal_net,52.717234,23.816766
Parus palustris,-0.38006632,0.306903861,0.001105929,-0.356348323,-0.666666667,0.072310153,-0.326234157,Paridae,9.4,6.7,3.3,4.1,15.9,64,11.4,17.9,54.8,11.1,Forest,Omnivore,Invertivore,Insessorial,NA,NA,1.329096394,0.607551834,NA,1496,1.21E+13,20.97917081,51.6695485,Palearctic,47,9.499558194,0.111862846,111_2011_fruit_removal_net,52.717234,23.816766
Sylvia atricapilla,1.87672951,-0.260564242,-0.008843226,1.247219129,1.333333333,0.723101526,1.229493476,Sylviidae,15.2,7.2,3.2,3.4,20.8,75.9,20.5,27,62.2,16.7,Woodland,Omnivore,Omnivore,Insessorial,13.6,NA,2.422965045,0.060701022,LC,2998,2.78E+13,24.45212678,47.01415534,Palearctic,85,13.44927879,0.077912271,111_2011_fruit_removal_net,52.717234,23.816766
Sylvia borin,-1.018971354,0.680818592,-0.006213736,-0.890870806,-0.666666667,0.072310153,-0.838436423,Sylviidae,15.1,7.2,3.5,3.6,20.1,78.7,23.6,30,57.9,18.2,Woodland,Omnivore,Omnivore,Insessorial,14,NA,3.611041333,-0.056587484,LC,5398,5.33E+13,31.71388488,38.25376116,Palearctic,63,11.31433395,0.09334886,111_2011_fruit_removal_net,52.717234,23.816766
Turdus merula,1.87672951,-0.260564242,-0.008843226,1.247219129,1.333333333,0.723101526,1.229493476,Turdidae,28.5,15.5,5.3,7.5,33.6,128.4,29.8,23.1,106.3,102.7,Forest,Omnivore,Omnivore,Generalist,NA,NA,1.22701294,0.171107025,LC,2790,2.49E+13,27.69777951,49.63903324,Palearctic,97,8.885738317,0.116686515,111_2011_fruit_removal_net,52.717234,23.816766
Turdus philomelos,-2.487831227,-1.483131062,-0.006552468,-0.890870806,-0.666666667,-2.530855341,-1.090937828,Turdidae,23.1,11.9,5,5.7,31.8,116,35.7,30.7,81.7,67.7,Forest,Omnivore,Invertivore,Generalist,NA,NA,1.531042733,0.57972099,LC,2997,2.32E+13,42.82507453,54.28037594,Palearctic,80,13.83200364,0.075404385,111_2011_fruit_removal_net,52.717234,23.816766
Dendrocopos medius,-1.018971354,0.680818592,-0.006213736,-0.890870806,-0.666666667,0.072310153,-0.838436423,Picidae,25,16.4,5.7,6.3,19.5,123.6,34.9,28.1,83.9,59,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.319437418,0.315664049,LC,646,5.46E+12,24.4626334,48.15437503,Palearctic,9,7.186827259,0.174570228,111_2011_seed_removal_net,52.717234,23.816766
Erithacus rubecula,1.87672951,-0.260564242,-0.008843226,1.247219129,1.333333333,0.723101526,1.229493476,Muscicapidae,14,7,2.9,3.3,24.5,71.6,14.2,19.9,56.9,17.7,Forest,Carnivore,Omnivore,Generalist,14.3,NA,0.549256073,0.444044802,LC,2178,1.71E+13,29.78227269,53.37925815,Palearctic,79,15.11535306,0.071639552,111_2011_seed_removal_net,52.717234,23.816766
Muscicapa striata,-1.018971354,0.680818592,-0.006213736,-0.890870806,-0.666666667,0.072310153,-0.838436423,Muscicapidae,16.2,9.3,4.3,3.6,14.4,86.3,26.1,30.2,61.2,15.9,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.793659145,0.073840253,LC,4936,4.64E+13,35.94826194,39.69856421,Palearctic,21,5.599533734,0.197703949,111_2011_seed_removal_net,52.717234,23.816766
Parus major,0.29462308,-0.084535849,0.050617424,0.178174161,-0.666666667,0.072310153,0.244000826,Paridae,11.3,8,4,4.3,17.4,70.9,13.3,18.7,61.2,16.3,Woodland,Omnivore,Invertivore,Insessorial,NA,NA,4.519000871,0.428053848,LC,5257,4.56E+13,68.18034022,48.28588146,Palearctic,52,9.341920709,0.114665511,111_2011_seed_removal_net,52.717234,23.816766
Parus palustris,-0.38006632,0.306903861,0.001105929,-0.356348323,-0.666666667,0.072310153,-0.326234157,Paridae,9.4,6.7,3.3,4.1,15.9,64,11.4,17.9,54.8,11.1,Forest,Omnivore,Invertivore,Insessorial,NA,NA,1.329096394,0.607551834,NA,1496,1.21E+13,20.97917081,51.6695485,Palearctic,47,9.499558194,0.111862846,111_2011_seed_removal_net,52.717234,23.816766
Sylvia atricapilla,1.87672951,-0.260564242,-0.008843226,1.247219129,1.333333333,0.723101526,1.229493476,Sylviidae,15.2,7.2,3.2,3.4,20.8,75.9,20.5,27,62.2,16.7,Woodland,Omnivore,Omnivore,Insessorial,13.6,NA,2.422965045,0.060701022,LC,2998,2.78E+13,24.45212678,47.01415534,Palearctic,85,13.44927879,0.077912271,111_2011_seed_removal_net,52.717234,23.816766
Sylvia borin,-1.018971354,0.680818592,-0.006213736,-0.890870806,-0.666666667,0.072310153,-0.838436423,Sylviidae,15.1,7.2,3.5,3.6,20.1,78.7,23.6,30,57.9,18.2,Woodland,Omnivore,Omnivore,Insessorial,14,NA,3.611041333,-0.056587484,LC,5398,5.33E+13,31.71388488,38.25376116,Palearctic,63,11.31433395,0.09334886,111_2011_seed_removal_net,52.717234,23.816766
Turdus merula,1.87672951,-0.260564242,-0.008843226,1.247219129,1.333333333,0.723101526,1.229493476,Turdidae,28.5,15.5,5.3,7.5,33.6,128.4,29.8,23.1,106.3,102.7,Forest,Omnivore,Omnivore,Generalist,NA,NA,1.22701294,0.171107025,LC,2790,2.49E+13,27.69777951,49.63903324,Palearctic,97,8.885738317,0.116686515,111_2011_seed_removal_net,52.717234,23.816766
Turdus philomelos,-2.487831227,-1.483131062,-0.006552468,-0.890870806,-0.666666667,-2.530855341,-1.090937828,Turdidae,23.1,11.9,5,5.7,31.8,116,35.7,30.7,81.7,67.7,Forest,Omnivore,Invertivore,Generalist,NA,NA,1.531042733,0.57972099,LC,2997,2.32E+13,42.82507453,54.28037594,Palearctic,80,13.83200364,0.075404385,111_2011_seed_removal_net,52.717234,23.816766
Coccothraustes coccothraustes,-1.002625218,-0.258897523,-0.042588585,-0.69345102,-0.6770032,-0.247206616,-0.729461181,Fringillidae,23,16.6,12,15,21,102,33.6,32.9,57.2,56.6,Forest,Herbivore,Omnivore,Insessorial,20.1,NA,1.393704171,0.568497647,LC,2511,2.09E+13,55.7834523,49.69075585,Palearctic,30,12.10599539,0.090135592,111_2012_fruit_removal_net,52.717234,23.816766
Dendrocopos major,-1.486906918,0.596204451,0.069083769,-0.69345102,-0.6770032,-1.236033081,-0.749981602,Picidae,27.9,21.8,9.3,8.7,23.9,136.2,40.8,29.3,88,74.9,Woodland,Omnivore,Omnivore,Insessorial,NA,NA,2.817373987,0.803215504,LC,3867,2.95E+13,74.86579296,54.63749551,Palearctic,23,2.492586057,0.453268328,111_2012_fruit_removal_net,52.717234,23.816766
Erithacus rubecula,0.908562769,1.920210168,-0.008012683,1.38690204,-0.6770032,-1.236033081,1.030282752,Muscicapidae,14,7,2.9,3.3,24.5,71.6,14.2,19.9,56.9,17.7,Forest,Carnivore,Omnivore,Generalist,14.3,NA,0.549256073,0.444044802,LC,2178,1.71E+13,29.78227269,53.37925815,Palearctic,79,15.11535306,0.071639552,111_2012_fruit_removal_net,52.717234,23.816766
Muscicapa striata,-1.002625218,-0.258897523,-0.042588585,-0.69345102,-0.6770032,-0.247206616,-0.729461181,Muscicapidae,16.2,9.3,4.3,3.6,14.4,86.3,26.1,30.2,61.2,15.9,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.793659145,0.073840253,LC,4936,4.64E+13,35.94826194,39.69856421,Palearctic,21,5.599533734,0.197703949,111_2012_fruit_removal_net,52.717234,23.816766
Parus major,-1.002625218,-0.258897523,-0.042588585,-0.69345102,-0.6770032,-0.247206616,-0.729461181,Paridae,11.3,8,4,4.3,17.4,70.9,13.3,18.7,61.2,16.3,Woodland,Omnivore,Invertivore,Insessorial,NA,NA,4.519000871,0.428053848,LC,5257,4.56E+13,68.18034022,48.28588146,Palearctic,52,9.341920709,0.114665511,111_2012_fruit_removal_net,52.717234,23.816766
Sitta europaea,-1.486906918,0.596204451,0.069083769,-0.69345102,-0.6770032,-1.236033081,-0.749981602,Sittidae,20.9,13.6,4.8,4.6,20.2,85.4,20.3,23.8,46.8,20.4,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.533000603,0.927228328,LC,3868,2.85E+13,87.33143588,55.84862277,Palearctic,32,10.21966698,0.115856145,111_2012_fruit_removal_net,52.717234,23.816766
Sylvia atricapilla,3.020860343,0.22766564,0.044148463,1.906990305,1.354006401,1.236033081,2.003743533,Sylviidae,15.2,7.2,3.2,3.4,20.8,75.9,20.5,27,62.2,16.7,Woodland,Omnivore,Omnivore,Insessorial,13.6,NA,2.422965045,0.060701022,LC,2998,2.78E+13,24.45212678,47.01415534,Palearctic,85,13.44927879,0.077912271,111_2012_fruit_removal_net,52.717234,23.816766
Sylvia borin,0.625390656,-1.096340077,0.121244914,-0.173362755,1.354006401,1.236033081,0.223479179,Sylviidae,15.1,7.2,3.5,3.6,20.1,78.7,23.6,30,57.9,18.2,Woodland,Omnivore,Omnivore,Insessorial,14,NA,3.611041333,-0.056587484,LC,5398,5.33E+13,31.71388488,38.25376116,Palearctic,63,11.31433395,0.09334886,111_2012_fruit_removal_net,52.717234,23.816766
Turdus merula,1.152840847,-0.792282127,0.019255599,0.34672551,1.354006401,1.236033081,0.555992272,Turdidae,28.5,15.5,5.3,7.5,33.6,128.4,29.8,23.1,106.3,102.7,Forest,Omnivore,Omnivore,Generalist,NA,NA,1.22701294,0.171107025,LC,2790,2.49E+13,27.69777951,49.63903324,Palearctic,97,8.885738317,0.116686515,111_2012_fruit_removal_net,52.717234,23.816766
Turdus philomelos,2.279285312,-0.157174889,-0.101860908,1.38690204,1.354006401,1.236033081,1.333771374,Turdidae,23.1,11.9,5,5.7,31.8,116,35.7,30.7,81.7,67.7,Forest,Omnivore,Invertivore,Generalist,NA,NA,1.531042733,0.57972099,LC,2997,2.32E+13,42.82507453,54.28037594,Palearctic,80,13.83200364,0.075404385,111_2012_fruit_removal_net,52.717234,23.816766
Turdus pilaris,-1.002625218,-0.258897523,-0.042588585,-0.69345102,-0.6770032,-0.247206616,-0.729461181,Turdidae,25.4,12.8,5.8,6.5,33.4,144.4,48,33.3,105.9,106,Forest,Carnivore,Invertivore,Generalist,NA,NA,2.541947755,0.898408593,LC,3500,2.46E+13,60.53663608,58.3215621,Palearctic,24,6.463687612,0.160666847,111_2012_fruit_removal_net,52.717234,23.816766
Turdus viscivorus,-1.002625218,-0.258897523,-0.042588585,-0.69345102,-0.6770032,-0.247206616,-0.729461181,Turdidae,26.4,14.5,5.7,6.9,32.7,153.7,53.9,35.1,111.8,117.4,Forest,Omnivore,Omnivore,Insessorial,NA,NA,0.983279889,0.606097949,LC,2503,1.97E+13,43.77510625,51.95017956,Palearctic,24,14.09621707,0.075100725,111_2012_fruit_removal_net,52.717234,23.816766
Coccothraustes coccothraustes,-1.002625218,-0.258897523,-0.042588585,-0.69345102,-0.6770032,-0.247206616,-0.729461181,Fringillidae,23,16.6,12,15,21,102,33.6,32.9,57.2,56.6,Forest,Herbivore,Omnivore,Insessorial,20.1,NA,1.393704171,0.568497647,LC,2511,2.09E+13,55.7834523,49.69075585,Palearctic,30,12.10599539,0.090135592,111_2012_seed_removal_net,52.717234,23.816766
Dendrocopos major,-1.486906918,0.596204451,0.069083769,-0.69345102,-0.6770032,-1.236033081,-0.749981602,Picidae,27.9,21.8,9.3,8.7,23.9,136.2,40.8,29.3,88,74.9,Woodland,Omnivore,Omnivore,Insessorial,NA,NA,2.817373987,0.803215504,LC,3867,2.95E+13,74.86579296,54.63749551,Palearctic,23,2.492586057,0.453268328,111_2012_seed_removal_net,52.717234,23.816766
Erithacus rubecula,0.908562769,1.920210168,-0.008012683,1.38690204,-0.6770032,-1.236033081,1.030282752,Muscicapidae,14,7,2.9,3.3,24.5,71.6,14.2,19.9,56.9,17.7,Forest,Carnivore,Omnivore,Generalist,14.3,NA,0.549256073,0.444044802,LC,2178,1.71E+13,29.78227269,53.37925815,Palearctic,79,15.11535306,0.071639552,111_2012_seed_removal_net,52.717234,23.816766
Muscicapa striata,-1.002625218,-0.258897523,-0.042588585,-0.69345102,-0.6770032,-0.247206616,-0.729461181,Muscicapidae,16.2,9.3,4.3,3.6,14.4,86.3,26.1,30.2,61.2,15.9,Forest,Carnivore,Invertivore,Insessorial,NA,NA,1.793659145,0.073840253,LC,4936,4.64E+13,35.94826194,39.69856421,Palearctic,21,5.599533734,0.197703949,111_2012_seed_removal_net,52.717234,23.816766
Parus major,-1.002625218,-0.258897523,-0.042588585,-0.69345102,-0.6770032,-0.247206616,-0.729461181,Paridae,11.3,8,4,4.3,17.4,70.9,13.3,18.7,61.2,16.3,Woodland,Omnivore,Invertivore,Insessorial,NA,NA,4.519000871,0.428053848,LC,5257,4.56E+13,68.18034022,48.28588146,Palearctic,52,9.341920709,0.114665511,111_2012_seed_removal_net,52.717234,23.816766
Sitta europaea,-1.486906918,0.596204451,0.069083769,-0.69345102,-0.6770032,-1.236033081,-0.749981602,Sittidae,20.9,13.6,4.8,4.6,20.2,85.4,20.3,23.8,46.8,20.4,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.533000603,0.927228328,LC,3868,2.85E+13,87.33143588,55.84862277,Palearctic,32,10.21966698,0.115856145,111_2012_seed_removal_net,52.717234,23.816766
Sylvia atricapilla,3.020860343,0.22766564,0.044148463,1.906990305,1.354006401,1.236033081,2.003743533,Sylviidae,15.2,7.2,3.2,3.4,20.8,75.9,20.5,27,62.2,16.7,Woodland,Omnivore,Omnivore,Insessorial,13.6,NA,2.422965045,0.060701022,LC,2998,2.78E+13,24.45212678,47.01415534,Palearctic,85,13.44927879,0.077912271,111_2012_seed_removal_net,52.717234,23.816766
Sylvia borin,0.625390656,-1.096340077,0.121244914,-0.173362755,1.354006401,1.236033081,0.223479179,Sylviidae,15.1,7.2,3.5,3.6,20.1,78.7,23.6,30,57.9,18.2,Woodland,Omnivore,Omnivore,Insessorial,14,NA,3.611041333,-0.056587484,LC,5398,5.33E+13,31.71388488,38.25376116,Palearctic,63,11.31433395,0.09334886,111_2012_seed_removal_net,52.717234,23.816766
Turdus merula,1.152840847,-0.792282127,0.019255599,0.34672551,1.354006401,1.236033081,0.555992272,Turdidae,28.5,15.5,5.3,7.5,33.6,128.4,29.8,23.1,106.3,102.7,Forest,Omnivore,Omnivore,Generalist,NA,NA,1.22701294,0.171107025,LC,2790,2.49E+13,27.69777951,49.63903324,Palearctic,97,8.885738317,0.116686515,111_2012_seed_removal_net,52.717234,23.816766
Turdus philomelos,2.279285312,-0.157174889,-0.101860908,1.38690204,1.354006401,1.236033081,1.333771374,Turdidae,23.1,11.9,5,5.7,31.8,116,35.7,30.7,81.7,67.7,Forest,Omnivore,Invertivore,Generalist,NA,NA,1.531042733,0.57972099,LC,2997,2.32E+13,42.82507453,54.28037594,Palearctic,80,13.83200364,0.075404385,111_2012_seed_removal_net,52.717234,23.816766
Turdus pilaris,-1.002625218,-0.258897523,-0.042588585,-0.69345102,-0.6770032,-0.247206616,-0.729461181,Turdidae,25.4,12.8,5.8,6.5,33.4,144.4,48,33.3,105.9,106,Forest,Carnivore,Invertivore,Generalist,NA,NA,2.541947755,0.898408593,LC,3500,2.46E+13,60.53663608,58.3215621,Palearctic,24,6.463687612,0.160666847,111_2012_seed_removal_net,52.717234,23.816766
Turdus viscivorus,-1.002625218,-0.258897523,-0.042588585,-0.69345102,-0.6770032,-0.247206616,-0.729461181,Turdidae,26.4,14.5,5.7,6.9,32.7,153.7,53.9,35.1,111.8,117.4,Forest,Omnivore,Omnivore,Insessorial,NA,NA,0.983279889,0.606097949,LC,2503,1.97E+13,43.77510625,51.95017956,Palearctic,24,14.09621707,0.075100725,111_2012_seed_removal_net,52.717234,23.816766
Coccothraustes coccothraustes,-1.008695556,0.10781817,0.002334561,-0.645179167,-0.471464134,-0.475320721,-0.622021694,Fringillidae,23,16.6,12,15,21,102,33.6,32.9,57.2,56.6,Forest,Herbivore,Omnivore,Insessorial,20.1,NA,1.393704171,0.568497647,LC,2511,2.09E+13,55.7834523,49.69075585,Palearctic,30,12.10599539,0.090135592,112_2011_fruit_removal_net,52.733813,23.789229
Dendrocopos medius,-0.781795024,0.360627727,-0.011783807,-0.645179167,-0.471464134,-0.142596216,-0.55209133,Picidae,25,16.4,5.7,6.3,19.5,123.6,34.9,28.1,83.9,59,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.319437418,0.315664049,LC,646,5.46E+12,24.4626334,48.15437503,Palearctic,9,7.186827259,0.174570228,112_2011_fruit_removal_net,52.733813,23.789229
Erithacus rubecula,3.525612843,-0.141691962,-0.023353024,2.134054168,2.321054199,1.853750813,2.111868515,Muscicapidae,14,7,2.9,3.3,24.5,71.6,14.2,19.9,56.9,17.7,Forest,Carnivore,Omnivore,Generalist,14.3,NA,0.549256073,0.444044802,LC,2178,1.71E+13,29.78227269,53.37925815,Palearctic,79,15.11535306,0.071639552,112_2011_fruit_removal_net,52.733813,23.789229
Ficedula hypoleuca,-0.781795024,0.360627727,-0.011783807,-0.645179167,-0.471464134,-0.142596216,-0.55209133,Muscicapidae,12.8,6.5,4.1,3.2,17.6,79.3,24.2,30.4,52.1,13.8,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.258861229,0.059100204,LC,2824,2.57E+13,25.8812981,47.26880861,Palearctic,36,3.126858681,0.340096489,112_2011_fruit_removal_net,52.733813,23.789229
Fringilla coelebs,-1.008695556,0.10781817,0.002334561,-0.645179167,-0.471464134,-0.475320721,-0.622021694,Fringillidae,14.7,9.8,5.5,6.7,17.8,85.9,23.7,27.6,65.9,23.8,Forest,Omnivore,Invertivore,Generalist,14.6,NA,1.09788846,0.506610003,LC,2506,1.95E+13,35.85724013,54.2306554,Palearctic,38,11.25258005,0.090228519,112_2011_fruit_removal_net,52.733813,23.789229
Garrulus glandarius,-0.781795024,0.360627727,-0.011783807,-0.645179167,-0.471464134,-0.142596216,-0.55209133,Corvidae,33,19.9,9,11.6,39.1,181.1,35.4,19.4,150.2,159.5,Forest,Omnivore,Omnivore,Insessorial,24.6,NA,2.285682374,0.524990394,LC,3403,2.76E+13,63.14912631,51.30582377,Palearctic,34,10.29435357,0.105059545,112_2011_fruit_removal_net,52.733813,23.789229
Parus major,-0.753422363,-0.892710002,0.013202329,0.049629167,-0.471464134,-1.140769731,-0.24684423,Paridae,11.3,8,4,4.3,17.4,70.9,13.3,18.7,61.2,16.3,Woodland,Omnivore,Invertivore,Insessorial,NA,NA,4.519000871,0.428053848,LC,5257,4.56E+13,68.18034022,48.28588146,Palearctic,52,9.341920709,0.114665511,112_2011_fruit_removal_net,52.733813,23.789229
Parus montanus,-0.781795024,0.360627727,-0.011783807,-0.645179167,-0.471464134,-0.142596216,-0.55209133,Paridae,11,7.1,3.4,4,16.2,65.5,11.6,17.7,59.3,11.1,Forest,Omnivore,Invertivore,Insessorial,NA,NA,2.15607501,1.013277192,NA,3656,2.56E+13,79.23637611,58.53460916,Palearctic,10,9.49801376,0.108964084,112_2011_fruit_removal_net,52.733813,23.789229
Parus palustris,-0.753422363,-0.892710002,0.013202329,0.049629167,-0.471464134,-1.140769731,-0.24684423,Paridae,9.4,6.7,3.3,4.1,15.9,64,11.4,17.9,54.8,11.1,Forest,Omnivore,Invertivore,Insessorial,NA,NA,1.329096394,0.607551834,NA,1496,1.21E+13,20.97917081,51.6695485,Palearctic,47,9.499558194,0.111862846,112_2011_fruit_removal_net,52.733813,23.789229
Pyrrhula pyrrhula,-1.008695556,0.10781817,0.002334561,-0.645179167,-0.471464134,-0.475320721,-0.622021694,Fringillidae,13.1,8.6,8.2,9,18,88.6,22.1,24.9,68.3,24.3,Forest,Herbivore,Omnivore,Insessorial,13.9,NA,2.414274999,0.912305073,LC,3917,2.85E+13,73.05678675,55.97021912,Palearctic,12,4.618668548,0.244605373,112_2011_fruit_removal_net,52.733813,23.789229
Sitta europaea,-1.509146125,-0.380987543,-0.030071751,-0.645179167,-0.471464134,-1.140769731,-0.840217893,Sittidae,20.9,13.6,4.8,4.6,20.2,85.4,20.3,23.8,46.8,20.4,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.533000603,0.927228328,LC,3868,2.85E+13,87.33143588,55.84862277,Palearctic,32,10.21966698,0.115856145,112_2011_fruit_removal_net,52.733813,23.789229
Sylvia atricapilla,1.434124486,0.087044163,0.063310092,0.7444375,0.036266472,0.855577298,0.884363155,Sylviidae,15.2,7.2,3.2,3.4,20.8,75.9,20.5,27,62.2,16.7,Woodland,Omnivore,Omnivore,Insessorial,13.6,NA,2.422965045,0.060701022,LC,2998,2.78E+13,24.45212678,47.01415534,Palearctic,85,13.44927879,0.077912271,112_2011_fruit_removal_net,52.733813,23.789229
Turdus merula,3.525612843,-0.141691962,-0.023353024,2.134054168,2.321054199,1.853750813,2.111868515,Turdidae,28.5,15.5,5.3,7.5,33.6,128.4,29.8,23.1,106.3,102.7,Forest,Omnivore,Omnivore,Generalist,NA,NA,1.22701294,0.171107025,LC,2790,2.49E+13,27.69777951,49.63903324,Palearctic,97,8.885738317,0.116686515,112_2011_fruit_removal_net,52.733813,23.789229
Turdus philomelos,0.683907444,0.596781891,0.027194592,0.049629167,0.036266472,0.855577298,0.300236567,Turdidae,23.1,11.9,5,5.7,31.8,116,35.7,30.7,81.7,67.7,Forest,Omnivore,Invertivore,Generalist,NA,NA,1.531042733,0.57972099,LC,2997,2.32E+13,42.82507453,54.28037594,Palearctic,80,13.83200364,0.075404385,112_2011_fruit_removal_net,52.733813,23.789229
Coccothraustes coccothraustes,-1.008695556,0.10781817,0.002334561,-0.645179167,-0.471464134,-0.475320721,-0.622021694,Fringillidae,23,16.6,12,15,21,102,33.6,32.9,57.2,56.6,Forest,Herbivore,Omnivore,Insessorial,20.1,NA,1.393704171,0.568497647,LC,2511,2.09E+13,55.7834523,49.69075585,Palearctic,30,12.10599539,0.090135592,112_2011_seed_removal_net,52.733813,23.789229
Dendrocopos medius,-0.781795024,0.360627727,-0.011783807,-0.645179167,-0.471464134,-0.142596216,-0.55209133,Picidae,25,16.4,5.7,6.3,19.5,123.6,34.9,28.1,83.9,59,Woodland,Carnivore,Invertivore,Insessorial,NA,NA,0.319437418,0.315664049,LC,646,5.46E+12,24.4626334,48.15437503,Palearctic,9,7.186827259,0.174570228,112_2011_seed_removal_net,52.733813,23.789229
Erithacus rubecula,3.525612843,-0.141691962,-0.023353024,2.134054168,2.321054199,1.853750813,2.111868515,Muscicapidae,14,7,2.9,3.3,24.5,71.6,14.2,19.9,56.9,17.7,Forest,Carnivore,Omnivore,Generalist,14.3,NA,0.549256073,0.444044802,LC,2178,1.71E+13,29.78227269,53.37925815,Palearctic,79,15.11535306,0.071639552,112_2011_seed_removal_net,52.733813,23.789229
Ficedula hypoleuca,-0.781795024,0.360627727,-0.011783807,-0.645179167,-0.471464134,-0.142596216,-0.55209133,Muscicapidae,12.8,6.5,4.1,3.2,17.6,79.3,24.2,30.4,52.1,13.8,Forest,Carnivore,Invertivore,Insessorial,NA,NA,3.258861229,0.059100204,LC,2824,2.57E+13,25.8812981,47.26880861,Palearctic,36,3.126858681,0.340096489,112_2011_seed_removal_net,52.733813,23.789229
Fringilla coelebs,-1.008695556,0.10781817,0.002334561,-0.645179167,-0.471464134,-0.475320721,-0.622021694,Fringillidae,14.7,9.8,5.5,6.7,17.8,85.9,23.7,27.6,65.9,23.8,Forest,Omnivore,Invertivore,Generalist,14.6,NA,1.09788846,0.506610003,LC,2506,1.95E+13,35.85724013,54.2306554,Palearctic,38,11.25258005,0.090228519,112_2011_seed_removal_net,52.733813,23.789229
Garrulus glandarius,-0.781795024,0.360627727,-0.011783807,-0.645179167,-0.471464134,-0.142596216,-0.55209133,Corvidae,33,19.9,9,11.6,39.1,181.1,35.4,19.4,150.2,159.5,Forest,Omnivore,Omnivore,Insessorial,24.6,NA,2.285682374,0.524990394,LC,3403,2.76E+13,63.14912631,51.30582377,Palearctic,34,10.29435357,0.105059545,112_2011_seed_removal_net,52.733813,23.789229
Parus major,-0.753422363,-0.892710002,0.013202329,0.049629167,-0.471464134,-1.140769731,-0.24684423,Paridae,11.3,8,4,4.3,17.4,70.9,13.3,18.7,61.2,16.3,Woodland,Omnivore,Invertivore,Insessorial,NA,NA,4.519000871,0.428053848,LC,5257,4.56E+13,68.18034022,48.28588146,Palearctic,52,9.341920709,0.114665511,112_2011_seed_removal_net,52.733813,23.789229
Parus montanus,-0.781795024,0.360627727,-0.011783807,-0.645179167,-0.471464134,-0.142596216,-0.55209133,Paridae,11,7.1,3.4,4,16.2,65.5,11.6,17.7,59.3,11.1,Forest,Omnivore,Invertivore,Insessorial,NA,NA,2.15607501,1.013277192,NA,3656,2.56E+13,79.23637611,58.53460916,Palearctic,10,9.49801376,0.108964084,112_2011_seed_removal_net,52.733813,23.789229
